,title,year,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length,infobox
1499,Extraction,2020,218 Reviews,67,"2,500+ Ratings",70,"[('netflix', 'Subscription')]",2020, Action/Mystery & thriller, 1h 57m,"{'Directed by': ['Sam Hargrave', '', ''], 'Screenplay by': ['Joe Russo', '', ''], 'Story by': ['Joe Russo', 'Ande Parks', 'Anthony Russo', '\n \n', ''], 'Based on': ['by Ande Parks ', 'Joe Russo', 'Anthony Russo ', 'Fernando León González ', 'Eric Skillman', '', ''], 'Produced by': ['Joe Russo', 'Anthony Russo', 'Eric Gitter', 'Peter Schwern', 'Mike Larocca', 'Chris Hemsworth', '\n \n', ''], 'Starring': ['Chris Hemsworth', 'Rudhraksh Jaiswal', 'Randeep Hooda', 'Priyanshu Painyuli', 'Golshifteh Farahani', 'Pankaj Tripathi', 'David Harbour', '\n \n', ''], 'Cinematography': ['Newton Thomas Sigel', '', ''], 'Edited by': ['Peter B. Ellis', 'Ruthie Aslan', '\n \n', ''], 'Music by': ['Alex Belcher', 'Henry Jackman', '\n \n', ''], 'Production companies': ['', '', 'Thematic Entertainment', 'India Take One Productions', 'T.G.I.M. Films', 'AGBO'], 'Distributed by': ['Netflix', '', ''], 'Release date': ['April\xa024,\xa02020', '\n \n', ''], 'Running time': ['117 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$65 million', '', '']}"
1500,We Summon the Darkness,2020,71 Reviews,68,250+ Ratings,33,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2019, Horror/Mystery & thriller, 1h 23m,"{'Directed by': ['Marc Meyers', '', ''], 'Written by': ['Alan Trezza', '', ''], 'Produced by': ['Mark Lane', 'Robert Jones', 'James Harris', 'Kyle Tekiela', 'Jarod Einsohn', 'Christian Armogida', 'Thomas E. van Dell', 'Alexandra Daddario', '\n \n', ''], 'Starring': ['Alexandra Daddario', 'Keean Johnson', 'Maddie Hasson', 'Amy Forsyth', 'Logan Miller', 'Austin Swift', 'Johnny Knoxville', '\n \n', ''], 'Cinematography': ['Tarin Anderson', '', ''], 'Edited by': ['Joe Murphy', 'Jamie Kirkpatrick', '\n \n', ''], 'Music by': ['Timothy Williams', '', ''], 'Production companies': ['', '', 'The Fyzz Facility', 'Nightshade Entertainment', 'Common Enemy', 'Highland Film Group'], 'Distributed by': ['Saban Films', '', ''], 'Release dates': ['February\xa028,\xa02019', ' (', ')', 'April\xa010,\xa02020', ' (United States)', 'Mammoth Film Festival', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$168,473', '', ''], 'Released': ['May 22, 2020', '', ''], '': ['Lakeshore', '', ''], 'Length': ['', '']}"
1501,Dangerous Lies,2020,29 Reviews,24,250+ Ratings,23,"[('netflix', 'Subscription')]",2020, Mystery & thriller, 1h 36m,"{'Directed by': ['Michael Scott', '', ''], 'Written by': ['David Golden', '', ''], 'Produced by': ['Margaret H. Huddelston', 'Stephanie Slack', 'Michael Scott', 'Harvey Kahn', 'David Golden', 'Bianca Versteego', '\n \n', ''], 'Starring': ['Camila Mendes', 'Jessie T. Usher', 'Jamie Chung', 'Cam Gigandet', 'Sasha Alexander', 'Elliott Gould', '\n \n', ''], 'Cinematography': ['Ronald Richard', '', ''], 'Edited by': ['Alison Grace', '', ''], 'Music by': ['James Jandrisch', '', ''], 'Production company': ['', '', 'Off Camera Entertainment'], 'Distributed by': ['Netflix', '', ''], 'Release date': ['April\xa030,\xa02020', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1502,The Lost Husband,2020,24 Reviews,58,250+ Ratings,62,"[('vudu', 'Rent/buy'), ('netflix', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2020, Drama, 1h 49m,"{'Directed by': ['Vicky Wight', '', ''], 'Screenplay by': ['Vicky Wight', '', ''], 'Based on': ['by ', 'Katherine Center', '', ''], 'Produced by': ['Bridget Stokes', 'Vicky Wight', 'Leslie Bibb', '\n \n', ''], 'Starring': ['Leslie Bibb', 'Josh Duhamel', '\n \n', ''], 'Cinematography': ['Aaron Kovalchik', '', ''], 'Edited by': ['Suzanne Spangler', '', ''], 'Music by': ['Sherri Chung', '', ''], 'Production company': ['Six Foot Pictures', ''], 'Distributed by': ['Quiver Distribution', 'Redbox Entertainment', '\n \n', ''], 'Release date': ['April\xa010,\xa02020', '\n \n', ''], 'Running time': ['109 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1503,The Wretched,2020,112 Reviews,74,500+ Ratings,47,"[('vudu', 'Buy'), ('netflix', 'Subscription'), ('hulu', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2019, Horror/Mystery & thriller, 1h 35m,"{'Directed by': ['The Pierce Brothers', '', ''], 'Written by': ['The Pierce Brothers', '', ''], 'Produced by': ['Chang Tseng', 'Ed Polgardy', 'Brett Pierce', 'Drew Pierce', 'Travis Cultreri', '\n \n', ''], 'Starring': ['John-Paul Howard', 'Zarah Mahler', 'Gabriela Quezada Bloomgarden', 'Richard Ellis', 'Blane Crockarell', 'Piper Curda', 'Kevin Bigley', 'Jamison Jones', 'Azie Tesfai', '\n \n', ''], 'Cinematography': ['Conor Murphy', '', ''], 'Edited by': ['Terry Yates', '', ''], 'Music by': ['Devin Burrows', '', ''], 'Production company': ['Little Runway', ''], 'Distributed by': [' (United States)', ' (Malaysia)', 'IFC Midnight', 'Metro-Goldwyn-Mayer', '', ''], 'Release dates': ['July\xa019,\xa02019', ' (', ')', 'May\xa01,\xa02020', ' (United States)', 'Fantasia', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$66,000 (', ')', '', ''], 'Box office': ['$4.3 million', '', '']}"
1504,Valley Girl,2020,54 Reviews,59,250+ Ratings,82,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Buy'), ('itunes', 'Rent/buy')]",2020, Musical/Romance, 1h 43m,"{'Directed by': ['Rachel Lee Goldenberg', '', ''], 'Screenplay by': ['Amy Talkington', '', ''], 'Story by': ['Wayne Crawford', 'Andrew Lane', '', ''], 'Based on': ['by ', '', 'Wayne Crawford', 'Andrew Lane'], 'Produced by': ['Matt Smith', 'Steven J. Wolfe', '\n \n', ''], 'Starring': ['Jessica Rothe', 'Josh Whitehouse', 'Mae Whitman', 'Judy Greer', 'Alicia Silverstone', '\n \n', ''], 'Cinematography': ['Adam Silver', '', ''], 'Edited by': ['Julia Wong', '', ''], 'Music by': ['Roger Neill', '', ''], 'Production companies': ['', '', 'Sneak Preview Productions', 'Orion Classics', 'Metro-Goldwyn-Mayer'], 'Distributed by': ['United Artists Releasing', '', ''], 'Release date': ['May\xa08,\xa02020', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$7,671', '', ''], 'Released': ['May\xa08,\xa02020', '', ''], 'Recorded': ['2017', '', ''], '': ['Interscope', '', ''], 'Length': ['', '']}"
1505,Braking for Whales,2020,3 Reviews,,Fewer than 50 Ratings,50,"[('vudu', 'Rent/buy'), ('peacock', 'Free'), ('amazon-prime-video-us', 'Subscription'), ('paramount-plus-us', 'Subscription'), ('itunes', 'Rent/buy')]",2019, Comedy/Drama, 1h 43m,"{'Directed by': ['Sean McEwen', '', ''], 'Written by': ['Sean McEwen', 'Tammin Sursok', '', ''], 'Produced by': ['Sean McEwen', 'Tammin Sursok', 'Cassidy Lunnen', '', ''], 'Starring': ['Tammin Sursok', 'Tom Felton', '', ''], 'Cinematography': ['Justin Henning', '', ''], 'Edited by': ['Andrew S. Eisen', '', ''], 'Music by': ['Jason Soudah', '', ''], 'Production companies': ['Narrator Entertainment Charlie Baby Productions', ''], 'Distributed by': ['Gravitas Ventures', '', ''], 'Release date': ['\nApril 24, 2020 (Digital Release)', 'September\xa020,\xa02019', ' (', ')', 'Boston Film Festival', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1506,All Day and a Night,2020,38 Reviews,53,100+ Ratings,59,"[('netflix', 'Subscription')]",2020, Drama, 2h 1m,"{'Directed by': ['Joe Robert Cole', '', ''], 'Written by': ['Joe Robert Cole', '', ''], 'Produced by': ['Brad Simpson', 'Nina Jacobson', 'Jared Ian Goldman', '\n \n', ''], 'Starring': ['Ashton Sanders', 'Jeffrey Wright', 'Regina Taylor', 'Yahya Abdul-Mateen II', '\n \n', ''], 'Cinematography': ['Jessica Lee Gagné', '', ''], 'Edited by': ['Mako Kamitsuna', '', ''], 'Music by': ['Michael Abels', '', ''], 'Production companies': ['', '', 'Mighty Engine', 'Color Force'], 'Distributed by': ['Netflix', '', ''], 'Release date': ['May\xa01,\xa02020', ' (United States)', '\n \n', ''], 'Running time': ['121 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1507,Body Cam,2020,27 Reviews,44,100+ Ratings,35,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2020, Horror/Mystery & thriller, 1h 37m,"{'Directed by': ['Malik Vitthal', '', ''], 'Screenplay by': ['Richmond Riedel', 'Nicholas McCarthy', '\n \n', ''], 'Story by': ['Richmond Riedel', '', ''], 'Produced by': ['Matt Kaplan', '', ''], 'Starring': ['Mary J. Blige', 'Nat Wolff', 'David Zayas', 'David Warshofsky', 'Demetrius Grosse', 'Anika Noni Rose', '\n \n', ''], 'Cinematography': ['Pedro Luque', '', ''], 'Edited by': ['Ken Blackwell', '', ''], 'Music by': ['Joseph Bishara', '', ''], 'Production companies': ['', '', 'Ace Entertainment', 'BET Films', 'Paramount Players'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['May\xa019,\xa02020', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$9.6 million', '', '']}"
1508,The Lovebirds,2020,178 Reviews,66,"1,000+ Ratings",50,"[('netflix', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy')]",2020, Romance/Comedy, 1h 26m,"{'Directed by': ['Michael Showalter', '', ''], 'Screenplay by': ['Aaron Abrams', 'Brendan Gall', '\n \n', ''], 'Story by': ['Aaron Abrams', 'Brendan Gall', 'Martin Gero', '\n \n', ''], 'Produced by': ['Tom Lassally', 'Oly Obst', 'Martin Gero', 'Todd Schulman', 'Jordana Mollick', 'Issa Rae', '\n \n', ''], 'Starring': ['Kumail Nanjiani', 'Issa Rae', 'Paul Sparks', 'Anna Camp', 'Kyle Bornheimer', '\n \n', ''], 'Cinematography': ['Brian Burgoyne', '', ''], 'Edited by': ['Robert Nassau', 'Vince Filippone', '\n \n', ''], 'Music by': ['Michael Andrews', '', ''], 'Production companies': ['', '', ""Quinn's House"", 'Paramount Pictures', 'MRC', '3 Arts Entertainment'], 'Distributed by': ['Netflix', '', ''], 'Release date': ['May\xa022,\xa02020', ' (United States)', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$16 million', '', '']}"
1509,The Half of It,2020,104 Reviews,97,"1,000+ Ratings",81,"[('netflix', 'Subscription')]",2020, Romance/Comedy, 1h 45m,"{'Directed by': ['Alice Wu', '', ''], 'Written by': ['Alice Wu', '', ''], 'Produced by': ['M. Blair Breard', 'Alice Wu', 'Anthony Bregman', '\n \n', ''], 'Starring': ['Leah Lewis', 'Daniel Diemer', 'Alexxis Lemire', 'Enrique Murciano', 'Wolfgang Novogratz', 'Catherine Curtin', 'Becky Ann Baker', 'Collin Chou', '\n \n', ''], 'Cinematography': ['Greta Zozula', '', ''], 'Edited by': ['Ian Blume', 'Lee Percy', '\n \n', ''], 'Music by': ['Anton Sanko', '', ''], 'Production company': ['', 'Likely Story'], 'Distributed by': ['Netflix', '', ''], 'Release date': ['May\xa01,\xa02020', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1510,Inheritance,2020,56 Reviews,23,250+ Ratings,30,"[('vudu', 'Rent/buy'), ('netflix', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2020, Mystery & thriller, 1h 51m,"{'Directed by': ['Vaughn Stein', '', ''], 'Written by': ['Matthew Kennedy', '', ''], 'Produced by': ['David Wulf', 'Arianne Fraser', 'Richard B. Lewis', '\n \n', ''], 'Starring': ['Lily Collins', 'Simon Pegg', 'Connie Nielsen', 'Chace Crawford', 'Patrick Warburton', '\n \n', ''], 'Cinematography': ['Michael Merriman', '', ''], 'Edited by': ['Kristi Shimek', '', ''], 'Music by': ['Marlon Espino', '', ''], 'Production companies': ['', '', 'Redline Entertainment', 'Highland Film Group', 'Ingenious', 'Southpaw Entertainment'], 'Distributed by': ['Vertical Entertainment', 'DirecTV Cinema', '\n \n', ''], 'Release date': ['May\xa022,\xa02020', '\n \n', ''], 'Running time': ['111 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$303,408', '', '']}"
1511,Survive the Night,2020,15 Reviews,13,250+ Ratings,55,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy')]",2020, Mystery & thriller/Action, 1h 20m,"{'Directed by': ['Matt Eskandari', '', ''], 'Written by': ['Doug Wolfe', '', ''], 'Produced by': ['George Furla', 'Adam Harris Engelhard', 'Mark Stewart', 'Randall Emmett', 'Shaun Sanghani', '\n \n', ''], 'Starring': ['Tyler Jon Olson', 'Lydia Hull', 'Jessica Abrams', 'Sara Lynn Holbrook', 'Jef Holbrook', 'Chad Michael Murray', 'Bruce Willis', 'Shea Buckner', '\n \n', ''], 'Cinematography': ['Bryan Koss', '', ''], 'Edited by': ['R. J. Cooper', '', ''], 'Music by': ['Nima Fakhrara', '', ''], 'Production companies': ['', '', 'Grindstone Entertainment Group', 'Emmett Furla Oasis Films', 'SSS Entertainment'], 'Distributed by': ['Lionsgate', '', ''], 'Release date': ['May\xa022,\xa02020', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$220,371', '', '']}"
1512,Capone,2020,140 Reviews,40,500+ Ratings,24,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",2020, Crime/Drama, 1h 43m,"{'Directed by': ['Josh Trank', '', ''], 'Written by': ['Josh Trank', '', ''], 'Produced by': ['Russell Ackerman', 'John Schoenfelder', 'Aaron L. Gilbert', 'Lawrence Bender', '\n \n', ''], 'Starring': ['Tom Hardy', 'Linda Cardellini', 'Jack Lowden', 'Noel Fisher', 'Kyle MacLachlan', 'Matt Dillon', '\n \n', ''], 'Cinematography': ['Peter Deming', '', ''], 'Edited by': ['Josh Trank', '', ''], 'Music by': ['El-P', '', ''], 'Production companies': ['', '', 'Lawrence Bender Productions', 'Addictive Pictures', 'AI Film Entertainment', 'Creative Wealth Media', 'Bron Studios', 'Endeavor Content'], 'Distributed by': ['Vertical Entertainment', 'Redbox Entertainment', '\n \n', ''], 'Release date': ['May\xa012,\xa02020', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$20.6 million', '', ''], 'Box office': ['$858,281', '', '']}"
1513,Arkansas,2020,69 Reviews,51,250+ Ratings,51,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",2020, Mystery & thriller/Crime, 1h 55m,"{'Directed by': ['Clark Duke', '', ''], 'Screenplay by': ['Clark Duke', 'Andrew Boonkrong', '\n \n', ''], 'Based on': ['by ', 'John Brandon', '', ''], 'Produced by': ['Clark Duke', 'Patrick Hibler', 'Jeff Rice', 'Martin Sprock', 'Ryan R. Johnson', '\n \n', ''], 'Starring': ['Clark Duke', 'Chandler Duke', 'Liam Hemsworth', 'Michael Kenneth Williams', 'Vivica A. Fox', 'Eden Brolin', 'John Malkovich', 'Vince Vaughn', '\n \n', ''], 'Cinematography': ['Steven Meizler', '', ''], 'Edited by': ['Patrick J. Don Vito', '', ''], 'Music by': ['\n', '\nMatthew James', 'The Flaming Lips', '', ''], 'Production companies': ['', '', 'Hercules Film Fund', 'Rhea Films', 'Storyboard Media', 'Sprockfeller Pictures', 'Don Kee Productions', 'Media Finance Capital'], 'Distributed by': ['Lionsgate', '', ''], 'Release date': ['May\xa05,\xa02020', '\n \n', ''], 'Running time': ['116 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1514,The Wrong Missy,2020,59 Reviews,32,"1,000+ Ratings",49,"[('netflix', 'Subscription')]",2020, Comedy, 1h 29m,"{'Directed by': ['Tyler Spindel', '', ''], 'Written by': ['Chris Pappas', 'Kevin Barnett', '\n \n', ''], 'Produced by': ['Kevin Grady', 'Judit Maull', 'Allen Covert', '\n \n', ''], 'Starring': ['David Spade', 'Lauren Lapkus', 'Nick Swardson', 'Geoff Pierson', 'Jackie Sandler', 'Sarah Chalke', 'Rob Schneider', 'Chris Witaske', 'Joe ""Roman Reigns"" Anoai', 'Molly Sims', '\n \n', ''], 'Cinematography': ['Theo van de Sande', '', ''], 'Edited by': ['Brian Robinson', 'J.J. Titone', '\n \n', ''], 'Music by': ['Mateo Messina', '', ''], 'Production company': ['', 'Happy Madison Productions'], 'Distributed by': ['Netflix', '', ''], 'Release date': ['May\xa013,\xa02020', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1515,Blood and Money,2020,23 Reviews,39,50+ Ratings,35,"[('vudu', 'Rent/buy'), ('hulu', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2020, Action/Mystery & thriller, 1h 29m,"{'Directed by': ['John Barr', '', ''], 'Screenplay by': ['John Barr', 'Mike McGrale', 'Alan Petherick', '', ''], 'Produced by': ['Suza Horvat', '', ''], 'Starring': ['Tom Berenger', '', ''], 'Cinematography': ['John Barr', '', ''], 'Edited by': ['Roger Cropley', '', ''], 'Music by': ['Zak McNeil', '', ''], 'Production company': ['Allagash', ''], 'Distributed by': ['Screen Media Films', '', ''], 'Release date': ['May\xa015,\xa02020', '\n \n', ''], 'Running time': ['89 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1516,Shirley,2020,260 Reviews,87,250+ Ratings,54,"[('vudu', 'Rent/buy'), ('hulu', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2020, Drama/Mystery & thriller, 1h 47m,"{'Directed by': ['Josephine Decker', '', ''], 'Screenplay by': ['Sarah Gubbins', '', ''], 'Based on': ['by ', 'Susan Scarf Merrell', '', ''], 'Produced by': ['Jeffrey Soros', 'Simon Horsman', 'David Hinojosa', 'Sarah Gubbins', 'Christine Vachon', 'Elisabeth Moss', 'Sue Naegle', '\n \n', ''], 'Starring': ['Elisabeth Moss', 'Michael Stuhlbarg', 'Odessa Young', 'Logan Lerman', '\n \n', ''], 'Cinematography': ['Sturla Brandth Grøvlen', '', ''], 'Edited by': ['David Barker', '', ''], 'Music by': ['Tamar-kali', '', ''], 'Production companies': ['', '', 'Killer Films', 'Los Angeles Media Fund'], 'Distributed by': ['Neon', '', ''], 'Release dates': ['January\xa025,\xa02020', ' (', ')', 'June\xa05,\xa02020', ' (United States)', 'Sundance', '\n \n', ''], 'Running time': ['107 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$305,805', '', '']}"
1517,Becky,2020,124 Reviews,72,500+ Ratings,57,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('showtime', 'Subscription'), ('itunes', 'Rent/buy')]",2020, Action/Crime, 1h 33m,"{'Directed by': ['Jonathan Milott', 'Cary Murnion', '\n \n', ''], 'Written by': ['Nick Morris', 'Lane Skye', 'Ruckus Skye', '\n \n', ''], 'Produced by': ['Raphael Margules', 'Jordan Beckerman', 'Russ Posternak', 'J.D. Lifshitz', 'Jordan Yale Levine', '\n \n', ''], 'Starring': ['Lulu Wilson', 'Kevin James', 'Joel McHale', '\n \n', ''], 'Cinematography': ['Greta Zozula', '', ''], 'Edited by': ['Alan Canant', '', ''], 'Music by': ['Nima Fakhrara', '', ''], 'Production companies': ['', '', 'YP', 'BondIt Media Capital', 'Buffalo 8', 'BoulderLight Pictures'], 'Distributed by': ['Quiver Distribution', 'Redbox Entertainment', '\n \n', ''], 'Release date': ['June\xa05,\xa02020', '\n \n', ''], 'Running time': ['93 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.1 million', '', '']}"
1518,The Wanting Mare,2020,43 Reviews,81,Fewer than 50 Ratings,40,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription')]",2020, Drama/Romance, 1h 29m,"{'Directed by': ['Nicholas Ashe Bateman', '', ''], 'Written by': ['Nicholas Ashe Bateman', '', ''], 'Produced by': ['Nicholas Ashe Bateman, David A. Ross, Z. Scott Schaefer, Lawrence Inglee', '', ''], 'Cinematography': ['David A. Ross', '', ''], 'Edited by': ['Nicholas Ashe Bateman', '', ''], 'Music by': ['Aaron Boudreaux', '', ''], 'Distributed by': ['Gravitas Ventures', '', ''], 'Release dates': ['May\xa022,\xa02020', ' (', ')', 'February\xa05,\xa02021', ' (United States)', 'Chattanooga Film Festival', '\n \n', ''], 'Running time': ['89 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
1519,The High Note,2020,190 Reviews,71,250+ Ratings,73,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2020, Comedy/Drama, 1h 53m,"{'Directed by': ['Nisha Ganatra', '', ''], 'Written by': ['Flora Greeson', '', ''], 'Produced by': ['Tim Bevan', 'Eric Fellner', '\n \n', ''], 'Starring': ['Dakota Johnson', 'Tracee Ellis Ross', 'Kelvin Harrison Jr.', 'Zoë Chao', 'Bill Pullman', 'Eddie Izzard', 'Ice Cube', '\n \n', ''], 'Cinematography': ['Jason McCormick', '', ''], 'Edited by': ['Wendy Greene Bricmont', '', ''], 'Music by': ['Amie Doherty', '', ''], 'Production companies': ['', '', 'Working Title Films', 'Perfect World Pictures'], 'Distributed by': ['Focus Features', '', ''], 'Release date': ['May\xa029,\xa02020', '\n \n', ''], 'Running time': ['113 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['~$20 million', '', ''], 'Box office': ['$2.5 million', '', '']}"
